,boiling_point,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA10,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,RingCount,MolLogP,MolMR,fr_C_O,fr_C_O_noCOO
sample_81,392.1,8.55236111111111,-0.101851851851852,8.55236111111111,0.101851851851852,0.536831757483578,88.14999999999999,76.05399999999999,88.088815004,38,0.0511565596161462,-0.3934194524776185,0.3934194524776185,0.0511565596161462,1.6666666666666667,2.1666666666666665,2.1666666666666665,2.6272148478988635,25.11941547876375,4.99156383156272,4.438777427062679,4.438777427062679,2.770055610029662,2.4509042305871973,2.4509042305871973,1.6376965006408923,1.6376965006408923,0.7064497140632062,0.7064497140632062,0.4177745794683934,0.4177745794683934,-0.04,14.834466856136649,5.959999999999999,3.1616129032258065,3.96,38.99325323761199,5.106527394840706,13.344558822616634,13.344558822616634,0.0,6.103966387748303,5.106527394840706,0.0,0.0,32.79308403298157,0.0,0.0,11.210493782589008,0.0,0.0,26.689117645233267,0.0,20.23,0.0,6.103966387748303,0.0,12.84164324585202,0.0,0.0,6.923737199690624,6.923737199690624,5.106527394840706,0.0,8.55236111111111,0.0,0.0,0.0,1.9097222222222223,3.87125,1.0,6,1,1,0,1,1,1,2,0,1.1673,26.58879999999999,0,0
sample_82,388.5,8.666666666666668,-0.0648148148148151,8.666666666666668,0.0648148148148151,0.5368317574835781,88.15,76.054,88.088815004,38,0.0534592799880468,-0.3931530406217646,0.3931530406217646,0.0534592799880468,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.7541847860376616,23.11941547876375,4.99156383156272,4.438777427062679,4.438777427062679,2.808060412490447,2.488909033047982,2.488909033047982,1.4703200871926496,1.4703200871926496,0.9424986408597364,0.9424986408597364,0.2886751345948128,0.2886751345948128,-0.04,19.80026905978025,5.959999999999999,3.1616129032258065,2.212525252525253,38.99325323761199,5.106527394840706,13.847474399381248,12.84164324585202,0.0,6.103966387748303,5.106527394840706,0.0,0.0,32.79308403298157,0.0,0.0,11.210493782589008,0.0,0.0,26.689117645233267,0.0,20.23,0.0,6.103966387748303,0.0,12.84164324585202,0.0,0.0,13.847474399381248,0.0,5.106527394840706,0.0,8.666666666666668,0.0,0.0,0.0,1.7060185185185184,3.960648148148148,1.0,6,1,1,0,1,1,1,2,0,1.1673,26.58879999999999,0,0
sample_83,483.0,8.434027777777779,-0.3055555555555553,8.434027777777779,0.0451388888888888,0.5172764729081333,104.149,92.05299999999998,104.083729624,44,0.0503578172046814,-0.3957293965497394,0.3957293965497394,0.0503578172046814,1.1428571428571428,1.4285714285714286,1.4285714285714286,3.3604351426960584,44.041843979966416,5.914213562373096,4.808640753373011,4.808640753373011,3.121320343559643,2.339562313220223,2.339562313220223,2.480441328389933,2.480441328389933,0.8560623297836547,0.8560623297836547,0.0499999999999999,0.0499999999999999,-0.08,26.838740541269832,6.92,2.28455463728191,2.595675675675676,43.787486989808,10.213054789681411,13.847474399381248,0.0,5.41499046939678,13.213763929025836,10.213054789681411,0.0,5.41499046939678,13.847474399381248,13.213763929025836,0.0,23.42681871870725,0.0,5.41499046939678,13.847474399381248,0.0,40.46,0.0,18.62875439842261,0.0,0.0,0.0,13.847474399381248,0.0,0.0,10.213054789681411,0.0,16.868055555555557,-0.3055555555555553,0.0,0.0,0.0,3.6875,1.0,7,2,2,0,2,2,2,2,0,-0.0028,27.95259999999999,0,0
sample_84,512.1,8.21125,0.25,8.21125,0.25,0.4979883001019883,104.149,92.05299999999998,104.083729624,44,0.0430538631503625,-0.3963765571479563,0.3963765571479563,0.0430538631503625,0.7142857142857143,1.1428571428571428,1.4285714285714286,2.447472887876344,25.26112492884004,5.535533905932738,4.4299610969326535,4.4299610969326535,3.414213562373095,2.6324555320336755,2.6324555320336755,1.5078737672797788,1.5078737672797788,0.8162277660168377,0.8162277660168377,0.4003834930466157,0.4003834930466157,-0.08,35.509609925153406,6.92,5.92,5.920000000000001,43.787486989808,10.213054789681411,0.0,19.26246486877803,13.213763929025836,0.0,10.213054789681411,0.0,0.0,19.26246486877803,13.213763929025836,0.0,23.42681871870725,0.0,0.0,19.26246486877803,0.0,40.46,0.0,13.213763929025836,0.0,19.26246486877803,0.0,0.0,0.0,0.0,10.213054789681411,0.0,16.4225,0.0,0.0,0.0,2.5775,0.5,1.0,7,2,2,0,2,2,2,4,0,0.1413,28.022599999999983,0,0
sample_85,453.6,5.576728395061728,0.6057098765432103,5.576728395061728,0.6057098765432103,0.528586338832196,147.00399999999996,142.97199999999998,145.969005488,42,0.0591803442783615,-0.082713195464924,0.082713195464924,0.0591803442783615,0.875,1.25,1.5,3.134861511345448,162.63833891467198,5.983127663125442,4.0653300227769575,5.577187914813867,3.804530452640311,2.205314742198853,2.961243688217308,1.4141087741285032,2.2285090276097157,0.8243725893430109,1.580281080632774,0.4392945764211885,0.7107613275815927,-0.2,72.49526582754562,5.9282051282051285,2.381840899625156,1.1456790123456788,58.03793557326031,0.0,35.33461391738825,12.13273413692322,0.0,10.045266627482652,0.0,23.20187978046503,0.0,0.0,0.0,34.31073490132909,0.0,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,10.045266627482652,0.0,0.0,12.13273413692322,12.13273413692322,0.0,23.20187978046503,0.0,1.2114197530864206,0.0,0.0,7.190679012345679,0.0,0.0,0.0,8,0,0,1,0,0,2,0,1,2.9934000000000003,36.46200000000001,0,0
sample_86,429.2,3.31125,1.1342592592592595,3.31125,1.1342592592592595,0.5420450088370231,157.01,151.96999999999997,155.95746226,36,0.0174752825114365,-0.0621899905650267,0.0621899905650267,0.0174752825114365,1.0,1.5714285714285714,1.8571428571428568,3.0214653097240864,134.10736969541455,5.112884175122364,3.764715818957356,5.3507123580720615,3.393846850117352,2.099665839027573,2.8926641085849254,1.2955681594256183,2.211243688217308,0.7331105593517154,1.2617760723899505,0.4146671044330672,0.7198922806969636,-0.3,47.19725257297226,4.849253731343284,2.123680215888008,1.3161241356046551,51.298950725138326,0.0,34.12904510333418,12.13273413692322,4.472719515832414,0.0,0.0,15.929943897949348,0.0,0.0,0.0,34.80455485814046,0.0,0.0,0.0,0.0,34.80455485814046,0.0,0.0,0.0,0.0,4.472719515832414,0.0,0.0,30.33183534230805,15.929943897949348,0.0,0.0,0.0,0.0,0.0,9.971157407407407,0.0,0.0,0.0,7,0,0,1,0,0,1,0,1,2.4491000000000005,34.142,0,0
sample_87,404.9,5.53969135802469,0.7939814814814818,5.53969135802469,0.7939814814814818,0.4833833263681997,112.55899999999995,107.51899999999998,112.00797784,36,0.0405484408941986,-0.0843444765249014,0.0843444765249014,0.0405484408941986,1.0,1.5714285714285714,1.8571428571428568,3.0214653097240864,134.10736969541455,5.112884175122364,3.764715818957356,4.520644764975811,3.393846850117352,2.099665839027573,2.477630312036801,1.2955681594256183,1.7320039398976033,0.7331105593517154,0.9850868746912004,0.4146671044330672,0.5601456979237288,-0.49,47.19725257297226,4.663609831029186,1.9871232675119368,1.2036104723218577,47.73466934637863,0.0,29.800041095617345,12.13273413692322,5.022633313741326,0.0,0.0,11.600939890232516,0.0,0.0,0.0,35.35446865604938,0.0,0.0,0.0,0.0,30.33183534230805,0.0,0.0,0.0,0.0,5.022633313741326,0.0,0.0,30.33183534230805,0.0,11.600939890232516,0.0,0.7939814814814818,0.0,0.0,9.444104938271606,0.0,0.0,0.0,7,0,0,1,0,0,1,0,1,2.34,31.452,0,0
sample_88,353.2,2.0,2.0,2.0,2.0,0.4426283718993647,78.11399999999999,72.06599999999999,78.046950192,30,-0.0622685707820924,-0.0622685707820924,0.0622685707820924,0.0622685707820924,0.3333333333333333,0.5,0.6666666666666666,3.000000000000001,71.96100505779535,4.242640687119286,3.464101615137755,3.464101615137755,3.0,2.0000000000000004,2.0000000000000004,1.154700538379252,1.154700538379252,0.6666666666666671,0.6666666666666671,0.3849001794597507,0.3849001794597507,-0.78,34.3994618804395,3.411570881226053,1.6057694396735218,0.5823992601400448,37.43140311949697,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39820241076966,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6,0,0,1,0,0,0,0,1,1.6866,26.441999999999997,0,0
sample_89,455.0,8.632222222222222,0.3217592592592597,8.632222222222222,0.3217592592592597,0.514729544768675,94.113,88.06499999999998,94.041864812,36,0.1150748194752798,-0.5079669948663066,0.5079669948663066,0.1150748194752798,1.0,1.5714285714285714,1.8571428571428568,3.0214653097240864,134.10736969541455,5.112884175122364,3.8339649414480874,3.8339649414480874,3.393846850117352,2.134290400272939,2.134290400272939,1.3355491589367874,1.3355491589367874,0.756193600181959,0.756193600181959,0.4279941042701234,0.4279941042701234,-0.98,47.19725257297226,4.18611295681063,1.6461962159398054,0.9290591797144502,42.22563687169298,5.106527394840706,18.19910120538483,12.13273413692322,0.0,0.0,5.106527394840706,0.0,0.0,0.0,0.0,30.33183534230805,5.106527394840706,0.0,0.0,0.0,30.33183534230805,20.23,0.0,0.0,5.749511833283905,0.0,0.0,24.26546827384644,6.06636706846161,0.0,5.106527394840706,0.0,8.632222222222222,0.0,0.3217592592592597,8.712685185185185,0.0,0.0,0.0,7,1,1,1,1,1,1,0,1,1.3922,28.106799999999996,0,0
sample_90,558.1,8.645555555555555,0.1692592592592594,8.645555555555555,0.1692592592592594,0.4907276689015206,110.11199999999998,104.06399999999998,110.036779432,42,0.1153459512752557,-0.5079622369103997,0.5079622369103997,0.1153459512752557,0.75,1.0,1.25,3.0324555320336755,145.38833891467198,5.983127663125442,4.203828267758419,4.203828267758419,3.787693700234704,2.2685808005458763,2.2685808005458763,1.5163977794943226,1.5163977794943226,0.8497092431263894,0.8497092431263894,0.4526323993409725,0.4526323993409725,-1.1800000000000002,70.79892376087899,4.966627565982405,1.738120536196338,0.90414189560934,47.01987062388899,10.213054789681411,0.0,24.26546827384644,0.0,0.0,10.213054789681411,0.0,0.0,0.0,0.0,24.26546827384644,10.213054789681411,0.0,0.0,0.0,24.26546827384644,40.46,0.0,11.49902366656781,0.0,0.0,24.26546827384644,0.0,0.0,0.0,10.213054789681411,0.0,17.29111111111111,0.0,0.3385185185185191,5.703703703703704,0.0,0.0,0.0,8,2,2,1,2,2,2,0,1,1.0978,29.7716,0,0
sample_91,457.6,5.357777777777778,0.8217592592592595,5.357777777777778,0.8217592592592595,0.4800754634455598,93.129,86.07299999999998,93.057849224,36,0.0313475925912186,-0.3987288294865909,0.3987288294865909,0.0313475925912186,1.0,1.5714285714285714,1.8571428571428568,3.0214653097240864,134.10736969541455,5.112884175122364,3.9641016151377535,3.9641016151377535,3.393846850117352,2.1993587371177727,2.1993587371177727,1.4106836025229597,1.4106836025229597,0.7995724914118484,0.7995724914118484,0.4530389187988476,0.4530389187988476,-0.98,47.19725257297226,4.18611295681063,1.6461962159398054,0.9290591797144502,42.77129381650968,5.733667477162185,18.19910120538483,12.13273413692322,5.687386274683562,0.0,0.0,5.687386274683562,0.0,0.0,5.733667477162185,30.33183534230805,0.0,0.0,0.0,0.0,30.33183534230805,26.02,0.0,0.0,0.0,5.687386274683562,0.0,0.0,30.33183534230805,0.0,5.733667477162185,0.0,0.0,6.179537037037037,0.0,9.48712962962963,0.0,0.0,0.0,7,2,1,1,1,1,1,0,1,1.2688,30.8544,0,0
sample_92,402.6,3.979166666666667,1.0717592592592595,3.979166666666667,1.0717592592592595,0.4719983679006756,93.129,86.073,93.057849224,36,0.0372146527339204,-0.2616124249449184,0.2616124249449184,0.0372146527339204,1.4285714285714286,2.2857142857142856,2.571428571428572,3.0214653097240864,134.10736969541455,5.112884175122364,4.256614672258461,4.256614672258461,3.393846850117352,2.2704808220919537,2.2704808220919537,1.4711188667183566,1.4711188667183566,0.8127753618486622,0.8127753618486622,0.4481391923352558,0.4481391923352558,-0.8500000000000001,47.19725257297226,4.31260162601626,1.7349674800723751,0.9995769964301436,43.01599321484009,0.0,6.06636706846161,19.056471336613843,11.890771566461538,0.0,0.0,0.0,0.0,6.923737199690624,0.0,30.08987277184637,4.9839785209472085,0.0,6.923737199690624,5.693927994848461,24.395944776997908,12.89,0.0,0.0,0.0,5.693927994848461,0.0,6.196843571613076,25.12283840507545,4.9839785209472085,0.0,3.979166666666667,0.0,1.0717592592592595,0.0,5.856481481481482,1.787037037037037,1.9722222222222223,0.1666666666666666,7,0,1,1,1,0,1,0,1,1.39002,28.973999999999997,0,0
sample_93,568.1,8.032678571428571,0.585,8.032678571428571,0.585,0.515241193724221,108.144,100.07999999999998,108.068748256,42,0.0621251094438701,-0.1983473870429581,0.1983473870429581,0.0621251094438701,0.875,1.25,1.5,2.7739011632941284,99.47067498701918,6.242640687119286,4.7228543157461065,4.7228543157461065,3.914213562373095,2.6543203766865053,2.6543203766865053,1.5233345472033852,1.5233345472033852,0.8271601883432526,0.8271601883432526,0.4081138830084188,0.4081138830084188,-1.02,61.4996122651069,6.980000000000001,5.980000000000001,4.980000000000001,49.34912096275002,0.0,0.0,12.84164324585202,12.84164324585202,12.138442625584547,0.0,0.0,0.0,25.68328649170404,0.0,0.0,0.0,0.0,22.66222573506152,25.68328649170404,0.0,47.58,0.0,0.0,12.84164324585202,12.84164324585202,0.0,0.0,12.138442625584547,0.0,10.523783109476971,0.0,16.065357142857142,0.0,0.0,4.034365079365079,2.9002777777777777,0.0,0.6666666666666666,8,0,2,0,2,0,2,3,0,1.59396,29.69399999999999,0,0
sample_94,356.1,2.267361111111111,1.3194444444444444,2.267361111111111,1.3194444444444444,0.3925134126271643,82.146,72.06599999999999,82.07825032,34,-0.0350625096766017,-0.0885390926211166,0.0885390926211166,0.0350625096766017,0.8333333333333334,1.3333333333333333,1.5,2.2551447208210704,45.05865002596162,4.242640687119286,3.983127663125441,3.983127663125441,3.0,2.6498299142610597,2.6498299142610597,1.755861571167205,1.755861571167205,1.158248290463863,1.158248290463863,0.7600796553858445,0.7600796553858445,-0.26,34.3994618804395,3.914216027874565,2.012323325522952,0.8522145467348156,38.86852741409911,0.0,12.152040213667762,25.68328649170404,0.0,0.0,0.0,0.0,0.0,25.68328649170404,0.0,12.152040213667762,0.0,0.0,0.0,25.68328649170404,12.152040213667762,0.0,0.0,0.0,0.0,0.0,25.68328649170404,0.0,0.0,12.152040213667762,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.6666666666666666,6,0,0,0,0,0,0,0,1,2.1166,27.607999999999983,0,0
sample_95,428.9,10.463055555555556,0.4641203703703709,10.463055555555556,0.4641203703703709,0.448625540575247,98.145,88.06499999999998,98.07316494,40,0.132411327598581,-0.2997179089731855,0.2997179089731855,0.132411327598581,1.0,1.5714285714285714,1.8571428571428568,2.2495440947344707,68.24920506009684,5.112884175122364,4.443782196396601,4.443782196396601,3.393846850117352,2.9112309264184786,2.9112309264184786,2.099335306374634,2.099335306374634,1.4112309264184788,1.4112309264184788,0.9461142625940432,0.9461142625940432,-0.33,47.19725257297226,4.8199250374812594,2.101967961325131,1.298148750019123,43.719652546327126,0.0,6.4208216229260096,12.84164324585202,12.84164324585202,0.0,4.794537184071822,5.783244946364939,0.0,32.10410811463005,0.0,0.0,5.783244946364939,4.794537184071822,0.0,32.10410811463005,0.0,17.07,4.794537184071822,0.0,5.783244946364939,25.68328649170404,6.4208216229260096,0.0,0.0,0.0,0.0,10.463055555555556,0.0,0.0,0.4641203703703709,0.0,5.239490740740741,0.0,0.8333333333333334,7,0,1,0,1,0,1,0,1,1.5196,28.091999999999985,1,1
sample_96,403.0,10.17777777777778,0.1250000000000004,10.17777777777778,0.1250000000000004,0.45451770182887,98.145,88.06499999999998,98.07316494,40,0.1520474263569204,-0.2951827654226325,0.2951827654226325,0.1520474263569204,1.2857142857142858,1.7142857142857142,1.7142857142857142,3.679228031962392,96.7476472676892,5.861807319565799,4.985598559653489,4.985598559653489,3.125897657686229,2.2814744144215573,2.2814744144215573,1.8323382465115343,1.8323382465115343,0.4919382669910984,0.4919382669910984,0.4065262647925708,0.4065262647925708,-0.5900000000000001,19.093583929800843,6.41,2.560698134009604,5.409999999999999,44.03588066767209,0.0,5.573104530069267,26.847231705905752,0.0,0.0,4.794537184071822,5.783244946364939,0.0,20.771211599071872,0.0,11.64912463690315,5.783244946364939,4.794537184071822,0.0,20.771211599071872,11.64912463690315,17.07,4.794537184071822,5.783244946364939,0.0,5.573104530069267,0.0,12.999757306524504,13.847474399381248,0.0,0.0,10.17777777777778,0.0,1.0625000000000002,0.1250000000000004,0.0,1.6111111111111112,5.356944444444444,0.5,7,0,1,0,1,0,1,1,0,1.5416,30.111999999999988,1,1
sample_97,353.9,1.5,1.5,1.5,1.5,0.4223161868609467,84.162,72.06599999999999,84.093900384,36,-0.0533059727891157,-0.0533059727891157,0.0533059727891157,0.0533059727891157,0.3333333333333333,0.5,0.6666666666666666,2.0,15.509775004326936,4.242640687119286,4.242640687119285,4.242640687119285,3.0,3.0,3.0,2.121320343559642,2.121320343559642,1.4999999999999996,1.4999999999999996,1.0606601717798207,1.0606601717798207,0.0,34.3994618804395,4.166666666666667,2.2222222222222223,1.0,39.55813044628337,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,6,0,0,0,0,0,0,0,1,2.3406,27.701999999999984,0,0
sample_98,328.8,3.7546296296296298,0.6574074074074072,3.7546296296296298,0.6574074074074072,0.4272019529906664,84.16199999999999,72.06599999999999,84.093900384,36,-0.0265575612334346,-0.0998815001774904,0.0998815001774904,0.0265575612334346,1.5,1.6666666666666667,1.6666666666666667,3.2575861612334887,51.058650025961626,5.154700538379252,4.784457050376173,4.784457050376173,2.6427344100918364,2.296929063567338,2.296929063567338,2.0010532087992696,2.0010532087992696,0.9855985596534887,0.9855985596534887,0.0,0.0,-0.26,13.609640474436812,5.740000000000001,2.012323325522952,2.0073796791443854,39.874358567628335,0.0,25.99951461304901,12.841643245852016,0.0,0.0,0.0,0.0,5.917906046161393,20.771211599071872,0.0,12.152040213667764,0.0,0.0,5.917906046161393,20.771211599071872,12.152040213667764,0.0,0.0,0.0,5.917906046161393,0.0,5.573104530069267,0.0,6.923737199690624,20.426410082979743,0.0,0.0,0.0,1.2592592592592595,0.6574074074074072,0.0,0.0,10.083333333333334,0.6666666666666666,6,0,0,0,0,0,0,1,0,2.2185,29.651999999999983,0,0
sample_99,346.4,2.1203703703703702,1.425925925925926,2.1203703703703702,1.425925925925926,0.3951234448039442,84.16199999999999,72.06599999999999,84.093900384,36,-0.0439638096280874,-0.0777875028816461,0.0777875028816461,0.0439638096280874,0.6666666666666666,0.8333333333333334,0.8333333333333334,3.675948764555208,50.10749561002054,5.154700538379252,5.0,5.0,2.6427344100918364,2.25,2.25,2.0,2.0,1.0,1.0,0.0,0.0,-0.26,13.609640474436812,5.740000000000001,2.012323325522952,2.0073796791443854,39.874358567628335,0.0,11.146209060138537,27.694948798762496,0.0,0.0,0.0,0.0,0.0,27.694948798762496,0.0,11.146209060138537,0.0,0.0,0.0,27.694948798762496,11.146209060138537,0.0,0.0,0.0,0.0,0.0,11.146209060138537,0.0,0.0,27.694948798762496,0.0,0.0,0.0,2.851851851851852,0.0,0.0,0.0,8.481481481481481,0.6666666666666666,6,0,0,0,0,0,0,0,0,2.3626000000000005,29.721999999999984,0,0
sample_100,337.8,3.7916666666666665,1.1354166666666663,3.7916666666666665,1.1354166666666663,0.4504228125641928,84.16199999999999,72.06599999999999,84.093900384,36,-0.0351687680057412,-0.0998823852341151,0.0998823852341151,0.0351687680057412,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.98816088213427,38.0,4.99156383156272,4.621320343559642,4.621320343559642,2.808060412490447,2.474873734152916,2.474873734152916,1.4571067811865477,1.4571067811865477,0.9999999999999998,0.9999999999999998,0.2499999999999999,0.2499999999999999,-0.26,19.80026905978025,5.740000000000001,2.950970464135022,2.0073796791443854,39.874358567628335,0.0,25.99951461304901,12.84164324585202,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,12.152040213667764,0.0,0.0,0.0,26.689117645233267,12.152040213667764,0.0,0.0,0.0,0.0,12.84164324585202,5.573104530069267,0.0,0.0,20.426410082979743,0.0,0.0,0.0,1.3425925925925928,0.0,0.0,2.270833333333333,8.05324074074074,0.6666666666666666,6,0,0,0,0,0,0,2,0,2.3626000000000005,29.721999999999984,0,0
sample_101,336.6,3.5981944444444443,1.1770833333333337,3.5981944444444443,1.1770833333333337,0.3635055738815131,84.16199999999999,72.06599999999999,84.093900384,36,-0.035351360605688,-0.1030829803040114,0.1030829803040114,0.035351360605688,1.6666666666666667,2.333333333333333,2.5,2.488403771876112,29.01955000865387,4.82842712474619,4.405777393935816,4.405777393935816,2.914213562373095,2.5236033621142733,2.5236033621142733,1.4309036597828992,1.4309036597828992,0.7618016810571366,0.7618016810571366,0.3484617125293379,0.3484617125293379,-0.26,20.986300857070454,5.740000000000001,4.74,3.7400000000000007,39.874358567628335,0.0,25.841400552376523,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,26.186202068468653,0.0,12.654955790432378,0.0,0.0,0.0,26.186202068468653,12.654955790432378,0.0,0.0,0.0,0.0,0.0,19.26246486877803,0.0,6.076020106833881,13.502672883289122,0.0,0.0,0.0,0.0,0.0,0.0,5.717777777777778,5.782222222222222,0.6666666666666666,6,0,0,0,0,0,0,3,0,2.3626000000000005,29.721999999999984,0,0
sample_102,342.0,2.180555555555556,1.2326388888888888,2.180555555555556,1.2326388888888888,0.4504228125641928,84.162,72.06599999999999,84.093900384,36,-0.0353464583027834,-0.091664372222574,0.091664372222574,0.0353464583027834,1.5,2.1666666666666665,2.333333333333333,2.658099936249019,35.302968908806456,4.82842712474619,4.568914100752346,4.568914100752346,2.914213562373095,2.52603867417337,2.52603867417337,1.3577107283236622,1.3577107283236622,0.6910440616569955,0.6910440616569955,0.3333333333333333,0.3333333333333333,-0.26,20.986300857070454,5.740000000000001,4.74,3.7400000000000007,39.874358567628335,0.0,25.4965990362844,13.344558822616634,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,12.152040213667762,0.0,0.0,0.0,26.689117645233267,12.152040213667762,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,0.0,25.99951461304901,0.0,0.0,0.0,0.0,0.0,0.0,6.768194444444444,4.231805555555555,0.6666666666666666,6,0,0,0,0,0,0,2,0,2.3626000000000005,29.721999999999984,0,0
sample_103,341.0,2.180555555555556,1.2326388888888888,2.180555555555556,1.2326388888888888,0.4504228125641928,84.162,72.06599999999999,84.093900384,36,-0.0353464583027834,-0.091664372222574,0.091664372222574,0.0353464583027834,1.5,2.1666666666666665,2.333333333333333,2.658099936249019,35.302968908806456,4.82842712474619,4.568914100752346,4.568914100752346,2.914213562373095,2.52603867417337,2.52603867417337,1.3577107283236622,1.3577107283236622,0.6910440616569955,0.6910440616569955,0.3333333333333333,0.3333333333333333,-0.26,20.986300857070454,5.740000000000001,4.74,3.7400000000000007,39.874358567628335,0.0,25.4965990362844,13.344558822616634,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,12.152040213667762,0.0,0.0,0.0,26.689117645233267,12.152040213667762,0.0,0.0,0.0,0.0,0.0,12.84164324585202,0.0,0.0,25.99951461304901,0.0,0.0,0.0,0.0,0.0,0.0,6.768194444444444,4.231805555555555,0.6666666666666666,6,0,0,0,0,0,0,2,0,2.3626000000000005,29.721999999999984,0,0
sample_104,345.0,2.3402777777777777,1.0462962962962965,2.3402777777777777,1.0462962962962965,0.4217914736166838,84.162,72.06599999999999,84.093900384,36,-0.0442800728356319,-0.062509722834086,0.062509722834086,0.0442800728356319,1.1666666666666667,1.6666666666666667,1.8333333333333333,2.184105569636068,33.30296890880646,4.405777393935816,4.405777393935816,4.405777393935816,2.893846850117352,2.893846850117352,2.893846850117352,2.389628765898712,2.389628765898712,1.6438468501173518,1.6438468501173518,1.129936126950895,1.129936126950895,0.0,33.548875021634686,4.166666666666667,1.6326530612244898,0.7346938775510204,39.55813044628336,0.0,32.60702369139466,5.917906046161393,0.0,0.0,0.0,0.0,5.917906046161393,32.60702369139466,0.0,0.0,0.0,0.0,5.917906046161393,32.60702369139466,0.0,0.0,0.0,0.0,0.0,5.917906046161393,25.68328649170404,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,1.0462962962962965,0.0,5.94675925925926,2.3402777777777777,1.0,6,0,0,0,0,0,0,0,1,2.1965000000000003,27.631999999999984,0,0
sample_105,335.3,3.744861111111111,1.1805555555555556,3.744861111111111,1.1805555555555556,0.4504228125641928,84.16199999999999,72.06599999999999,84.093900384,36,-0.0328395489916194,-0.1001411052091167,0.1001411052091167,0.0328395489916194,1.6666666666666667,2.1666666666666665,2.1666666666666665,2.8312571099313644,44.0,4.99156383156272,4.621320343559642,4.621320343559642,2.770055610029662,2.414213562373095,2.414213562373095,1.7071067811865477,1.7071067811865477,0.6767766952966368,0.6767766952966368,0.4267766952966367,0.4267766952966367,-0.26,14.834466856136649,5.740000000000001,2.950970464135022,3.7400000000000007,39.874358567628335,0.0,18.9176633526859,13.344558822616634,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,12.152040213667764,0.0,0.0,0.0,26.689117645233267,12.152040213667764,0.0,0.0,0.0,0.0,0.0,18.414747775921285,0.0,0.0,20.426410082979743,0.0,0.0,0.0,1.289351851851852,0.0,0.0,2.412037037037037,7.965277777777777,0.6666666666666666,6,0,0,0,0,0,0,2,0,2.3626000000000005,29.721999999999984,0,0
